422,218,26,0,5,1
545,217,27,0,19,1
843,403,35,0,10,0
862,566,25,0,6,0
846,182,27,0,9,1
934,204,61,0,4,1
123,13,48,1,1,0
305,199,23,0,14,1
280,1459,30,1,10,1
410,303,30,1,1,0
632,237,18,0,18,0
264,436,36,1,20,0
524,124,56,0,3,1
668,358,29,1,20,0
201,146,27,0,20,0
686,209,32,0,3,1
850,208,34,0,19,1
669,97,37,0,13,1
838,1115,23,0,18,1
795,240,30,0,14,0
653,631,31,0,6,0
150,151,20,1,1,1
214,12,26,1,10,1
815,333,32,0,13,0
274,275,20,1,18,1
295,790,31,0,3,0
280,180,30,1,10,1
560,258,32,0,18,1
880,228,13,0,18,0
498,275,26,0,20,0
223,111,19,1,18,1
7,499,57,0,0,1
650,484,42,0,4,1
336,288,23,0,16,0
752,344,60,0,15,1
650,644,42,0,4,0
913,11,27,0,18,1
853,322,49,0,20,0
868,367,21,0,14,0
95,357,31,0,0,1
622,143,25,0,14,1
547,313,50,0,3,1
528,485,18,0,18,0
7,31,57,0,0,1
493,235,22,0,4,0
760,604,35,1,13,1
275,826,38,0,4,0
715,17,21,0,19,0
532,485,20,0,18,1
497,108,20,0,18,0
228,137,21,1,18,0
16,134,21,0,5,1
311,198,32,0,19,0
85,632,51,0,3,0
497,174,20,0,18,1
267,68,23,0,4,1
360,174,51,0,13,0
262,1054,19,1,18,0
553,646,58,0,3,1
269,664,31,1,10,1
608,506,22,0,13,1
363,431,20,0,18,0
807,699,41,1,7,1
717,751,24,0,19,1
747,285,19,0,13,1
682,728,23,0,14,0
655,674,50,1,7,0
831,271,21,0,13,0
640,566,20,0,18,1
158,184,50,0,3,0
104,249,27,0,18,0
293,436,24,0,20,0
624,249,19,0,18,0
341,880,17,1,18,1
268,333,24,0,4,1
697,339,25,0,13,0
428,269,28,0,18,1
660,209,26,0,18,1
864,28,27,0,14,1
477,25,23,1,18,1
186,1042,39,1,6,1
665,121,25,0,0,0
586,56,20,0,18,1
730,332,31,1,17,0
758,656,27,0,18,1
648,194,43,0,4,1
268,370,24,0,4,0
580,151,16,0,18,0
149,689,35,1,11,0
11,237,39,1,13,1
429,466,27,0,18,0
932,99,58,0,3,1
13,798,47,0,3,0
715,125,21,0,19,0
768,173,29,0,0,1
385,511,36,0,20,1
18,659,35,1,13,1
69,273,24,0,4,0
921,97,20,1,18,0
830,625,46,0,14,0
821,28,37,0,4,1
181,424,26,0,6,0
742,14,35,0,18,1
932,1021,58,0,3,1
901,636,38,0,6,0
758,282,27,0,18,0
417,42,27,1,13,1
883,302,49,0,10,1
405,530,22,1,7,0
665,237,25,0,0,0
798,707,40,1,20,0
883,250,49,0,10,0
76,216,20,0,18,1
456,479,24,0,19,1
441,288,50,0,19,0
417,669,27,1,13,0
600,510,34,0,14,1
820,258,22,0,18,0
629,300,46,1,13,1
472,56,24,0,18,1
482,346,18,1,18,0
405,781,22,1,7,1
210,163,39,0,4,0
40,269,38,0,17,0
907,182,25,1,13,1
650,737,42,0,4,0
385,523,36,0,20,1
181,1163,26,0,6,0
115,228,31,0,4,1
354,520,29,1,10,0
340,180,46,0,4,0
195,234,42,0,17,1
56,550,25,0,10,1
707,880,56,1,10,0
409,877,48,0,0,0
587,261,26,0,13,0
1,122,24,0,19,0
757,399,26,0,18,0
397,332,17,0,18,0
774,79,30,0,18,0
194,167,38,0,0,0
60,480,50,0,7,1
742,109,35,0,18,0
281,304,15,1,18,1
417,576,27,1,13,0
665,471,25,0,0,0
409,511,48,0,0,1
926,321,49,0,5,0
250,480,29,0,6,1
936,919,24,0,13,1
223,8,19,1,18,0
763,56,27,0,17,1
709,665,21,0,13,0
748,402,28,0,0,0
566,22,20,0,18,0
655,766,50,1,7,0
350,132,32,0,18,1
279,1093,33,0,14,1
346,204,34,0,13,1
889,246,24,0,19,1
381,89,33,0,1,1
805,934,27,1,13,0
207,158,39,0,11,0
299,553,29,0,2,0
495,265,29,0,4,1
297,284,29,1,3,1
454,172,57,0,13,0
255,300,23,0,5,0
766,507,42,0,13,0
3,353,23,0,20,0
373,1188,24,1,13,0
642,1413,18,1,18,0
94,657,26,0,18,1
334,81,32,0,10,1
727,210,25,0,18,0
262,169,19,1,18,0
660,239,26,0,18,0
269,708,31,1,10,1
788,227,51,0,0,0
716,486,36,1,0,1
737,169,30,0,14,1
25,1,39,0,4,1
327,98,22,0,18,1
324,749,21,1,18,0
632,58,18,0,18,0
836,210,44,0,1,1
343,68,43,0,4,0
347,237,18,0,18,1
796,43,32,1,20,1
18,393,35,1,13,0
378,699,35,0,18,1
3,299,23,0,20,0
790,231,27,0,19,1
355,310,25,0,18,1
606,31,28,0,14,1
537,482,36,0,4,1
399,64,25,0,13,0
770,118,28,0,18,1
757,472,26,0,18,0
880,346,13,0,18,1
43,1053,29,1,10,0
744,657,35,0,11,1
313,831,41,0,11,0
500,559,28,0,0,1
387,241,33,0,5,0
398,283,40,0,13,0
732,294,28,1,13,0
79,276,39,1,0,0
880,477,13,0,18,0
256,1208,35,1,12,0
271,756,51,0,4,0
311,22,32,0,19,1
262,234,19,1,18,0
486,1375,39,0,3,0
854,597,29,1,18,0
347,1047,18,0,18,0
851,1028,18,0,13,0
562,50,54,1,0,1
378,8,35,0,18,1
190,977,30,0,0,0
118,185,21,0,0,1
113,286,47,0,6,1
351,313,61,0,3,1
222,412,29,0,14,0
112,303,30,0,16,1
297,151,29,1,3,0
268,70,24,0,4,0
707,882,56,1,10,1
207,125,39,0,11,1
532,431,20,0,18,1
738,28,35,0,19,1
749,735,33,0,13,1
679,423,20,1,18,0
804,528,39,0,3,1
457,559,33,1,16,1
896,684,28,0,20,1
362,294,35,1,8,0
118,32,21,0,0,1
478,145,29,0,13,0
503,416,50,1,20,0
639,1195,42,1,10,0
214,568,26,1,10,1
921,662,20,1,18,1
509,181,23,0,0,1
919,201,25,0,13,1
879,300,33,1,0,0
609,243,13,1,18,0
722,678,50,1,8,0
608,736,22,0,13,1
876,531,41,0,13,1
928,1025,21,0,18,1
346,572,34,0,13,1
543,919,33,0,17,0
405,523,22,1,7,0
164,181,47,0,7,1
351,880,61,0,3,0
698,357,28,1,14,1
216,1218,22,0,4,0
280,9,30,1,10,1
811,678,40,1,3,1
637,1,30,0,13,1
346,727,34,0,13,0
81,280,21,0,18,1
274,276,20,1,18,1
217,550,22,0,13,0
42,43,30,0,0,0
940,4,32,0,0,0
217,576,22,0,13,0
360,251,51,0,13,1
83,265,40,0,13,1
398,484,40,0,13,1
896,273,28,0,20,1
780,474,49,0,14,0
518,288,49,1,20,0
407,72,29,0,4,1
388,100,31,0,13,0
889,1142,24,0,19,1
543,1262,33,0,17,0
435,571,24,0,4,0
283,216,28,0,14,1
683,748,42,0,10,0
378,1400,35,0,18,0
197,286,55,0,19,0
276,916,21,0,18,1
279,432,33,0,14,0
334,762,32,0,10,0
618,98,15,1,18,1
423,620,64,0,13,1
483,121,29,0,17,0
274,496,20,1,18,1
234,301,60,0,15,0
846,559,27,0,9,1
660,636,26,0,18,0
342,23,25,1,13,1
399,977,25,0,13,0
870,659,22,0,18,1
421,12,38,1,14,1
383,736,42,0,0,1
763,498,27,0,17,1
98,211,49,1,6,1
815,433,32,0,13,0
59,649,49,0,3,1
600,720,34,0,14,0
27,123,40,1,10,1
932,1065,58,0,3,1
26,109,49,0,4,0
85,52,51,0,3,0
487,125,22,0,4,1
95,1230,31,0,0,0
664,154,30,0,4,1
394,62,25,0,0,1
326,849,41,0,0,0
6,28,42,0,6,0
938,240,38,1,19,0
268,158,24,0,4,0
130,1208,20,0,12,1
292,24,35,1,14,1
650,163,42,0,4,0
758,292,27,0,18,1
605,597,33,0,4,0
868,755,21,0,14,1
655,1041,50,1,7,0
553,483,58,0,3,1
147,313,40,1,10,1
431,323,24,0,11,0
491,273,43,1,20,1
183,483,33,0,17,1
553,611,58,0,3,1
291,550,19,0,18,1
166,984,47,0,3,1
552,126,45,0,13,1
795,716,30,0,14,0
564,1034,65,0,15,0
822,272,29,1,10,0
805,25,27,1,13,1
69,222,24,0,4,0
830,210,46,0,14,1
921,280,20,1,18,0
286,1230,27,0,18,0
825,14,44,0,4,0
754,237,59,1,10,0
95,498,31,0,0,0
883,22,49,0,10,0
782,1600,21,1,1,0
234,190,60,0,15,0
392,270,52,0,20,1
135,227,23,0,18,0
314,1469,20,1,18,1
3,342,23,0,20,1
280,402,30,1,10,1
189,170,32,0,1,1
342,324,25,1,13,0
217,68,22,0,13,0
5,189,33,1,13,1
114,615,27,0,14,0
216,216,22,0,4,1
629,81,46,1,13,0
293,235,24,0,20,0
79,116,39,1,0,1
686,98,32,0,3,1
450,272,35,1,3,1
919,681,25,0,13,0
659,942,31,0,3,0
828,1056,28,0,10,0
402,245,30,0,4,0
92,977,32,0,5,0
179,305,15,0,5,1
543,239,33,0,17,0
173,269,56,0,13,1
378,1221,35,0,18,0
457,77,33,1,16,1
268,672,24,0,4,0
683,325,42,0,10,0
639,178,42,1,10,1
239,514,39,0,1,0
91,504,55,0,11,0
389,40,44,1,20,0
181,1060,26,0,6,0
627,86,24,0,4,0
796,1163,32,1,20,0
7,161,57,0,0,0
934,179,61,0,4,0
893,259,25,0,18,0
264,238,36,1,20,1
833,76,34,0,20,0
795,95,30,0,14,1
749,69,33,0,13,1
573,661,68,0,15,1
932,614,58,0,3,1
234,179,60,0,15,0
645,47,27,0,14,1
195,326,42,0,17,0
13,773,47,0,3,0
94,82,26,0,18,1
764,692,27,1,3,1
807,968,41,1,7,1
90,33,60,0,3,1
102,50,38,0,14,1
239,228,39,0,1,0
394,597,25,0,0,0
15,864,49,1,3,1
653,692,31,0,6,0
903,47,28,0,3,1
127,258,33,0,12,1
653,7,31,0,6,0
653,313,31,0,6,1
774,1305,30,0,18,0
414,300,24,0,14,1
532,769,20,0,18,0
880,779,13,0,18,0
758,150,27,0,18,1
790,288,27,0,19,1
577,62,36,1,18,0
7,419,57,0,0,0
667,301,35,0,10,0
592,71,18,0,18,1
843,96,35,0,10,0
835,616,44,1,6,1
184,497,37,0,10,1
474,660,51,0,6,1
118,324,21,0,0,1
458,289,47,0,19,0
313,154,41,0,11,0
181,840,26,0,6,0
92,157,32,0,5,1
262,628,19,1,18,0
52,475,18,1,18,1
6,188,42,0,6,0
790,364,27,0,19,0
269,527,31,1,10,1
500,1009,28,0,0,1
660,474,26,0,18,0
534,985,20,0,18,1
48,480,45,0,0,1
99,433,20,0,18,1
288,880,34,0,11,0
405,514,22,1,7,0
517,333,24,0,18,0
374,829,36,0,6,0
882,151,35,0,4,1
392,1142,52,0,20,1
805,106,27,1,13,1
752,306,60,0,15,1
363,150,20,0,18,1
416,748,20,1,18,1
293,124,24,0,20,1
870,318,22,0,18,1
405,1118,22,1,7,0
621,208,17,0,18,1
907,815,25,1,13,1
56,77,25,0,10,0
605,69,33,0,4,1
919,406,25,0,13,0
453,229,18,0,18,0
157,313,57,0,4,1
34,312,38,1,0,1
526,260,30,0,11,0
312,740,48,0,13,1
416,357,20,1,18,1
788,205,51,0,0,1
99,125,20,0,18,1
880,233,13,0,18,1
92,144,32,0,5,1
764,13,27,1,3,0
289,21,11,0,12,0
518,508,49,1,20,0
487,426,22,0,4,0
194,188,38,0,0,1
449,1404,23,0,10,1
882,132,35,0,4,1
916,161,27,0,4,0
361,129,22,0,18,1
178,77,26,0,13,1
378,197,35,0,18,0
406,281,52,0,3,0
271,277,51,0,4,1
437,168,27,1,13,0
174,147,30,1,0,1
92,191,32,0,5,1
629,42,46,1,13,0
72,528,48,1,0,1
806,483,27,0,11,1
181,762,26,0,6,0
230,223,28,1,18,1
429,602,27,0,18,1
50,1084,21,0,20,1
421,183,38,1,14,1
907,697,25,1,13,1
388,591,31,0,13,1
699,544,44,0,13,1
899,222,32,0,13,1
794,242,32,0,3,1
179,339,15,0,5,0
165,69,20,1,13,0
44,191,26,0,19,1
264,659,36,1,20,1
95,203,31,0,0,0
650,38,42,0,4,0
677,323,20,0,13,1
56,447,25,0,10,1
83,781,40,0,13,1
862,175,25,0,6,1
262,735,19,1,18,1
59,434,49,0,3,1
271,38,51,0,4,0
138,98,46,0,2,1
393,465,19,0,18,1
95,15,31,0,0,1
904,724,17,1,18,1
782,271,21,1,1,0
541,111,19,1,18,0
738,662,35,0,19,1
222,375,29,0,14,0
417,228,27,1,13,0
11,663,39,1,13,1
721,288,24,1,5,0
294,1012,34,0,19,1
882,203,35,0,4,1
619,546,17,0,18,0
655,268,50,1,7,0
92,67,32,0,5,0
804,708,39,0,3,0
135,943,23,0,18,0
389,87,44,1,20,1
97,228,43,0,1,1
399,1246,25,0,13,0
151,929,38,1,0,0
84,7,32,0,6,1
514,1101,27,0,14,1
831,603,21,0,13,1
302,271,42,0,3,1
62,451,27,1,0,0
788,739,51,0,0,0
449,59,23,0,10,1
363,895,20,0,18,0
782,1138,21,1,1,0
537,187,36,0,4,1
49,96,23,1,18,0
222,209,29,0,14,1
316,673,43,1,13,0
782,1278,21,1,1,1
344,472,30,1,10,0
880,734,13,0,18,0
453,423,18,0,18,1
650,73,42,0,4,0
210,523,39,0,4,1
916,82,27,0,4,1
311,660,32,0,19,1
104,124,27,0,18,0
305,172,23,0,14,1
268,164,24,0,4,0
863,329,17,0,18,0
13,409,47,0,3,0
235,197,37,0,3,1
708,281,26,1,8,1
880,570,13,0,18,0
95,404,31,0,0,1
295,235,31,0,3,1
658,56,33,0,14,1
930,405,28,1,17,0
802,396,35,0,0,0
615,135,38,0,3,1
16,273,21,0,5,1
72,233,48,1,0,1
450,815,35,1,3,0
588,842,18,1,18,0
243,813,33,0,3,1
730,815,31,1,17,0
100,272,36,0,6,1
721,127,24,1,5,1
94,282,26,0,18,0
932,196,58,0,3,1
748,603,28,0,0,1
145,637,31,0,5,0
851,676,18,0,13,0
256,829,35,1,12,1
551,276,25,0,14,1
802,443,35,0,0,1
321,607,49,1,3,1
178,323,26,0,13,0
84,98,32,0,6,1
495,240,29,0,4,1
406,813,52,0,3,1
737,11,30,0,14,0
509,266,23,0,0,0
933,218,28,0,18,0
78,476,26,0,0,0
382,180,45,0,4,1
553,135,58,0,3,1
43,559,29,1,10,0
426,481,55,0,3,1
361,207,22,0,18,1
308,550,60,0,15,1
244,193,28,0,19,1
286,527,27,0,18,1
90,1192,60,0,3,1
832,307,24,0,19,1
637,244,30,0,13,0
339,469,35,0,9,1
279,88,33,0,14,0
328,778,51,0,0,0
621,568,17,0,18,1
287,426,21,0,16,0
314,288,20,1,18,1
637,1102,30,0,13,0
741,781,25,0,20,1
798,14,40,1,20,0
727,268,25,0,18,1
605,187,33,0,4,1
846,663,27,0,9,1
622,511,25,0,14,1
7,598,57,0,0,0
417,358,27,1,13,0
535,153,45,1,3,1
405,77,22,1,7,0
628,270,13,0,12,1
435,649,24,0,4,0
292,1073,35,1,14,1
745,603,42,0,20,1
311,191,32,0,19,1
911,204,37,1,20,1
715,1,21,0,19,1
60,528,50,0,7,1
405,1579,22,1,7,0
617,635,27,1,20,1
902,301,45,1,1,0
519,333,22,0,13,0
249,108,25,0,18,0
506,161,46,0,14,1
434,225,16,1,18,1
633,96,35,0,14,1
159,948,23,1,18,0
848,1021,46,0,4,1
42,172,30,0,0,1
870,732,22,0,18,0
376,268,28,1,13,0
230,451,28,1,18,1
880,17,13,0,18,0
178,1283,26,0,13,0
435,411,24,0,4,0
94,483,26,0,18,1
671,62,21,0,14,1
840,737,39,0,1,1
842,288,40,0,20,0
151,531,38,1,0,0
519,895,22,0,13,1
389,553,44,1,20,0
831,22,21,0,13,1
655,1121,50,1,7,0
343,130,43,0,4,0
57,588,16,0,12,1
141,988,49,0,14,0
334,740,32,0,10,0
747,558,19,0,13,1
834,307,26,0,13,1
506,88,46,0,14,1
429,250,27,0,18,0
267,732,23,0,4,1
385,24,36,0,20,0
223,763,19,1,18,0
804,969,39,0,3,1
346,673,34,0,13,0
19,153,40,0,10,1
773,7,20,0,18,0
829,129,48,0,20,1
459,473,22,0,18,1
452,513,35,0,0,1
713,752,42,1,13,0
487,94,22,0,4,0
561,701,23,0,4,0
121,257,54,0,10,1
342,165,25,1,13,0
275,142,38,0,4,0
342,13,25,1,13,0
346,97,34,0,13,1
643,50,39,0,17,1
125,705,30,0,9,1
189,151,32,0,1,1
660,207,26,0,18,1
360,207,51,0,13,1
894,405,47,0,3,0
235,494,37,0,3,1
299,83,29,0,2,1
605,12,33,0,4,1
903,273,28,0,3,0
151,417,38,1,0,0
181,1085,26,0,6,0
178,127,26,0,13,1
787,331,18,1,18,0
270,282,18,1,18,0
230,511,28,1,18,0
776,1172,30,0,10,0
655,1375,50,1,7,0
622,195,25,0,14,1
220,319,30,0,10,1
315,180,31,0,3,1
653,219,31,0,6,0
393,271,19,0,18,0
435,834,24,0,4,1
280,96,30,1,10,1
653,728,31,0,6,0
201,302,27,0,20,1
267,180,23,0,4,1
537,447,36,0,4,0
498,190,26,0,20,1
483,20,29,0,17,0
279,382,33,0,14,1
682,64,23,0,14,1
293,636,24,0,20,1
181,1337,26,0,6,0
42,380,30,0,0,1
286,275,27,0,18,1
327,179,22,0,18,0
385,487,36,0,20,1
46,151,27,1,11,1
577,99,36,1,18,0
764,472,27,1,3,0
907,596,25,1,13,1
913,419,27,0,18,1
940,50,32,0,0,1
366,445,20,1,18,1
330,193,35,1,3,1
29,657,41,0,14,1
374,1047,36,0,6,0
655,296,50,1,7,1
18,513,35,1,13,1
346,83,34,0,13,1
561,719,23,0,4,0
721,990,24,1,5,1
234,844,60,0,15,0
543,135,33,0,17,1
130,236,20,0,12,1
659,490,31,0,3,1
16,183,21,0,5,1
21,717,26,0,20,0
271,221,51,0,4,0
76,1129,20,0,18,1
529,340,47,1,0,0
409,381,48,0,0,0
13,402,47,0,3,1
339,396,35,0,9,1
401,111,46,1,7,1
410,272,30,1,1,1
592,334,18,0,18,0
279,797,33,0,14,1
932,671,58,0,3,0
686,208,32,0,3,1
655,921,50,1,7,0
421,173,38,1,14,0
847,89,29,0,18,0
378,204,35,0,18,1
506,705,46,0,14,1
67,546,17,0,18,0
362,328,35,1,8,0
916,756,27,0,4,0
504,276,40,1,20,0
305,154,23,0,14,1
250,184,29,0,6,0
90,175,60,0,3,0
297,432,29,1,3,1
710,286,19,0,18,1
600,449,34,0,14,1
899,176,32,0,13,1
758,315,27,0,18,1
38,162,28,1,13,1
15,283,49,1,3,1
457,632,33,1,16,1
666,194,44,0,0,0
622,949,25,0,14,0
10,64,53,0,9,1
