94,155,2,891723807
308,174,4,887736696
118,654,5,875385007
244,53,3,880607489
3,335,1,889237269
92,747,4,875656164
1,222,4,878873388
56,450,3,892679374
94,651,5,891725332
205,316,4,888284710
14,174,5,890881294
279,89,4,875306910
296,429,5,884197330
13,868,5,882139901
23,463,4,874785843
253,746,3,891628630
66,1,3,883601324
138,517,4,879024279
62,433,5,879375588
293,166,3,888905520
264,70,4,886123596
99,246,3,888469392
152,111,5,880148782
197,302,3,891409070
85,282,3,879829618
279,96,4,875310606
213,13,4,878955139
25,208,4,885852337
184,277,3,889907971
246,239,3,884921380
94,471,4,891721642
1,113,5,878542738
308,95,4,887737130
13,308,3,881514726
271,187,5,885848343
129,331,2,883244737
34,312,4,888602742
94,1048,4,891722678
184,207,4,889908903
48,309,3,879434132
267,17,4,878971773
60,1021,5,883326185
194,478,3,879521329
13,66,3,882141485
7,676,3,891354499
145,1245,5,875271397
130,542,3,875801778
303,94,3,879485318
214,275,3,891542968
62,132,5,879375022
291,7,5,874834481
109,588,4,880578388
189,197,5,893265291
13,150,5,882140588
104,7,3,888465972
189,634,3,893265506
259,772,4,874724882
277,279,4,879543592
94,58,5,891720540
90,553,2,891384959
307,1022,4,879283008
303,176,5,879467260
135,1208,3,879858003
314,535,4,877887002
95,172,4,879196847
271,714,3,885848863
298,252,4,884183833
293,79,3,888906045
13,331,3,881515457
92,731,4,875653769
279,79,3,875296461
263,117,3,891299387
207,1436,3,878191574
293,605,3,888907702
294,127,5,877819265
160,117,4,876767822
297,736,4,875239975
58,268,5,884304288
297,307,4,878771124
201,1010,3,884140579
230,202,4,880485352
318,356,4,884496671
18,387,4,880130155
215,144,4,891435107
28,95,3,881956917
94,9,5,885872684
106,107,4,883876961
7,581,5,891353477
291,214,4,874868146
11,741,5,891902745
291,578,4,874835242
158,190,5,880134332
52,95,4,882922927
160,187,5,876770168
7,650,3,891350965
43,151,4,875975613
269,156,5,891449364
72,528,4,880036664
224,949,3,888104057
63,50,4,875747292
195,265,4,888737346
180,431,4,877442098
310,24,4,879436242
268,470,3,875310745
158,85,4,880135118
67,1095,4,875379287
36,883,5,882157581
14,709,5,879119693
279,709,4,875310195
181,1348,1,878962200
234,233,2,892335990
181,302,2,878961511
16,191,5,877719454
99,410,5,885679262
81,3,4,876592546
151,15,4,879524879
255,678,2,883215795
97,50,5,884239471
13,97,4,882399357
82,596,3,876311195
81,824,3,876534437
93,412,2,888706037
70,50,4,884064188
75,476,1,884050393
43,66,4,875981506
76,92,4,882606108
85,272,4,893110061
151,429,5,879528673
18,58,4,880130613
289,849,4,876789943
308,165,3,887736696
214,652,4,891543972
90,631,5,891384570
7,78,3,891354165
99,895,3,885678304
235,1149,4,889655595
194,404,3,879522445
102,732,3,888804089
315,651,3,879799457
297,286,5,874953892
85,133,4,879453876
151,480,5,879524151
222,323,3,877562839
34,690,4,888602513
292,276,5,881103915
288,196,5,886373474
38,672,3,892434800
98,163,3,880499053
31,682,2,881547834
222,298,4,877563253
116,262,3,876751342
178,125,4,882824431
197,849,3,891410124
144,91,2,888106106
323,117,3,878739355
326,186,4,879877143
7,182,4,891350965
293,167,3,888907702
256,280,5,882151167
84,529,5,883453108
1,92,3,876892425
87,1000,3,879877173
160,3,3,876770124
18,647,4,880129595
151,260,1,879523998
313,65,2,891016962
6,532,3,883600066
246,121,4,884922627
263,333,2,891296842
188,191,3,875073128
235,511,5,889655162
100,355,4,891375313
106,828,2,883876872
311,213,4,884365075
92,781,3,875907649
268,68,4,875744173
159,259,4,893255969
286,158,3,877533472
239,605,4,889180446
22,687,1,878887476
207,746,4,877878342
330,136,5,876546378
82,15,3,876311365
315,8,3,879820961
232,8,2,888549757
38,216,5,892430486
234,616,2,892334976
267,94,3,878972558
144,1147,4,888105587
139,268,4,879537876
239,47,2,889180169
280,99,2,891700475
194,470,3,879527421
62,28,3,879375169
92,756,3,886443582
268,566,3,875744321
332,975,3,887938631
267,147,3,878970681
157,283,4,886890692
301,58,4,882077285
257,258,3,879029516
279,1017,3,875296891
43,286,4,875975028
201,651,4,884111217
151,191,3,879524326
326,168,3,879874859
191,288,3,891562090
81,471,3,876533586
271,191,5,885848448
291,460,5,874834254
122,427,3,879270165
190,340,1,891033153
42,210,5,881108633
221,1067,3,875244387
92,175,4,875653549
291,672,3,874867741
234,1035,3,892335142
279,382,4,875312947
194,971,3,879551049
311,1116,3,884364623
263,523,5,891298107
222,217,3,881060062
197,431,3,891409935
234,959,2,892334189
14,56,5,879119579
181,359,1,878961668
126,884,5,887938392
184,498,5,889913687
231,127,3,879965565
184,47,4,889909640
13,908,1,886302385
200,191,5,884128554
290,218,2,880475542
193,682,1,889123377
311,553,3,884365451
25,174,5,885853415
90,971,4,891385250
173,322,4,877557028
82,218,3,878769748
243,129,2,879987526
334,222,4,891544904
264,659,5,886122577
118,433,5,875384793
280,86,4,891700475
197,510,5,891409935
301,11,4,882076291
327,230,4,887820448
217,1222,1,889070050
311,205,5,884365357
129,270,3,883243934
197,566,4,891409893
324,1033,4,880575589
322,50,5,887314418
60,172,4,883326339
280,96,4,891700664
244,369,4,880605294
308,467,4,887737194
198,249,2,884205277
338,494,3,879438570
179,316,5,892151202
326,675,4,879875457
268,823,2,875742942
116,187,5,886310197
59,559,5,888206562
207,529,4,878191679
270,159,4,876956233
188,357,4,875073647
214,872,2,891542492
109,62,3,880578711
334,1163,4,891544764
296,544,4,884196938
110,1248,3,886989126
13,2,3,882397650
37,56,5,880915810
293,124,4,888904696
90,213,5,891383718
324,471,5,880575412
198,148,3,884206401
22,294,1,878886262
328,679,2,885049460
308,193,3,887737837
7,195,5,891352626
43,235,3,875975520
129,272,4,883243972
201,213,4,884111873
32,276,4,883717913
320,433,4,884751730
224,1442,3,888104281
162,298,4,877635690
308,54,2,887740254
104,1241,1,888465379
303,327,1,879466166
72,527,4,880036746
141,125,5,884585642
276,207,4,874795988
42,357,5,881107687
325,240,1,891479592
293,216,4,888905990
306,1009,4,876503995
21,439,1,874951820
295,736,5,879966498
13,212,5,882399385
224,632,2,888103872
65,70,1,879216529
210,465,4,887737131
57,252,2,883697807
266,508,4,892258004
276,770,4,877935446
159,258,4,893255836
268,248,3,875742530
125,1074,3,892838827
201,198,4,884111873
247,251,4,893081395
40,754,4,889041790
252,9,5,891456797
90,966,5,891385843
18,964,3,880132252
294,483,4,889854323
42,1043,2,881108633
179,895,5,892151565
70,151,3,884148603
275,191,4,880314797
145,1217,2,875272349
102,809,3,888802768
278,301,2,891294980
276,1478,3,889174849
10,704,3,877892050
99,118,2,885679237
6,19,4,883602965
246,284,1,884922475
141,744,5,884584981
13,876,2,881515521
161,14,4,891171413
13,90,3,882141872
224,243,2,888082277
179,315,5,892151202
64,239,3,889740033
297,699,4,875239658
62,8,5,879373820
312,847,3,891698174
117,174,4,881011393
303,31,3,879467361
344,479,4,884901093
40,340,2,889041454
49,53,4,888067405
195,477,2,885110922
282,271,3,881702919
214,208,5,892668153
299,739,3,889502865
158,580,4,880135093
128,97,3,879968125
11,90,2,891905298
28,480,5,881957002
299,270,4,878052375
293,210,3,888905665
159,237,3,880485766
230,673,3,880485573
160,1019,5,876857977
16,657,5,877723882
85,380,4,882995704
184,275,5,889913687
98,321,3,880498519
164,458,4,889402050
318,72,4,884498540
10,22,5,877888812
293,646,3,888906244
21,288,3,874950932
308,811,4,887739212
85,203,5,879455402
151,328,3,879523838
12,172,4,879959088
339,58,3,891032379
122,212,5,879270567
7,10,4,891352864
284,682,3,885329322
102,186,4,888803487
82,705,3,878769598
5,234,2,875720692
116,259,4,876452186
79,124,5,891271870
268,16,3,875306691
59,664,4,888205614
223,249,2,891549876
12,143,5,879959635
290,546,2,880475564
189,632,5,893265624
140,334,2,879013684
1,72,4,878542678
194,511,4,879520991
48,187,5,879434954
76,518,3,875498895
6,515,4,883599273
213,715,5,878955915
94,1199,3,891724798
123,285,5,879873830
7,485,5,891351851
267,28,4,878972524
91,99,2,891439386
198,429,4,884207691
342,288,5,875318267
209,351,2,883589546
150,475,5,878746764
58,8,4,884304955
18,513,4,880129769
87,154,4,879876564
206,896,4,888180018
85,508,2,879453040
244,1017,4,880604583
6,156,3,883602212
130,58,2,876251619
44,317,4,878347633
38,99,5,892430829
312,1021,3,891698365
198,97,3,884207112
280,316,5,891700184
222,234,2,878181387
276,1210,2,877934988
267,187,5,878972071
195,298,4,888737703
92,42,4,875653664
322,192,5,887313984
185,196,4,883524172
43,371,4,883955269
277,151,3,879543768
308,656,3,887736622
268,141,3,875744832
313,114,4,891013554
1,213,2,876892896
222,40,1,881060550
104,544,3,888465413
64,222,4,889739733
65,191,4,879216797
94,1074,2,891723427
230,199,3,880484755
24,129,3,875246185
181,882,1,878962006
318,197,5,884496030
345,174,4,884992367
174,255,5,886434114
21,569,3,874951820
328,402,3,885047627
314,623,5,877890927
7,285,5,891351813
135,176,4,879857765
296,1142,5,884196524
311,82,5,884364436
214,285,5,892668153
224,569,3,888104313
279,662,2,875310631
177,1,3,880130699
207,313,4,885066537
181,1128,1,878962279
181,1371,1,878962240
326,732,5,879877143
276,456,2,874787237
279,530,3,890780576
191,307,3,891560935
81,926,3,876533824
303,1071,2,879485352
59,928,4,888203449
183,483,5,892323452
181,335,1,878961748
1,81,5,875072865
260,1025,5,890618729
293,239,3,888907166
313,132,5,891013589
314,126,2,877886971
181,1318,1,878962349
279,412,3,875297708
216,367,3,881428365
160,21,1,876769480
43,117,4,883954853
23,705,4,874785526
358,469,4,891271063
279,702,4,875309760
296,279,4,884196640
312,1124,4,891698553
59,188,4,888205188
236,661,3,890116451
145,200,4,877343121
360,334,4,880353736
264,1270,2,886122194
318,384,3,884498210
78,269,3,879633467
144,900,4,888103371
314,204,5,877888644
79,286,5,891271792
312,57,5,891699599
112,306,5,891299783
325,474,5,891478392
327,949,4,887819316
94,829,2,891724800
222,419,2,878182279
296,685,4,884196896
334,289,3,891544491
308,116,4,887737594
189,173,5,893265160
301,692,3,882076619
345,121,3,884991384
196,306,4,881251021
179,305,4,892151270
363,405,4,891497015
355,300,4,879486529
158,277,4,880132658
94,31,4,891721286
130,346,4,884623704
334,450,1,891550338
293,257,2,888904696
65,197,5,879216769
81,7,4,876533545
323,886,3,878738997
119,87,5,874781829
356,313,5,891405651
44,542,3,878348036
328,132,5,885046420
234,526,3,892334045
361,273,3,879441215
323,22,5,878739743
195,99,3,888737277
351,873,3,879481643
352,746,4,884290361
250,1,4,883263374
244,818,2,880605010
59,65,4,888205265
49,347,3,888065487
192,127,4,881367456
328,82,4,885046537
313,162,3,891017270
293,202,3,888906490
295,1221,5,879518455
320,678,3,884748418
216,764,2,880233153
181,330,1,878961668
360,238,4,880355845
367,1012,4,876689825
85,792,4,879828941
354,269,4,891180399
72,515,4,880036602
334,302,5,891544177
326,79,4,879875203
264,1225,3,886123530
10,651,4,877888812
244,762,3,880604616
300,328,3,875650068
92,628,4,875639823
280,144,2,891700514
94,380,3,891722760
95,202,4,879198209
116,199,4,876454174
109,9,3,880564607
311,588,4,884365284
6,131,5,883602048
291,379,3,874834827
7,618,4,891350900
161,523,3,891170686
12,71,4,879959635
334,1315,4,891545185
330,823,3,876544872
305,638,5,886324128
137,50,5,881432937
225,64,4,879539727
109,117,5,880564457
26,864,2,891383899
234,237,3,892336021
334,620,2,891545540
62,173,5,879374732
217,185,3,889069659
13,888,2,886261388
331,454,3,877196702
92,1213,2,875907079
373,694,5,877098643
8,301,4,879361550
221,789,4,875245739
18,960,4,880131004
45,1061,2,881016056
346,218,3,875263574
349,105,2,879466283
14,70,1,879119692
249,333,4,879571521
304,322,4,884968415
210,49,3,891036116
254,174,5,886471720
158,566,3,880134499
348,1,4,886523078
105,258,5,889214306
271,248,4,886106129
100,691,4,891375260
334,210,3,891546405
268,265,3,875310603
234,221,2,891227814
321,180,4,879440612
299,257,2,877877732
346,167,2,875264209
90,521,4,891384570
361,275,4,879440694
276,77,3,874795751
180,111,5,877127747
174,333,4,886432811
189,121,2,893264816
181,1378,1,878962169
95,14,5,879197329
177,289,2,880130534
276,231,3,874796373
60,671,4,883327175
279,226,4,880850073
255,763,5,883217072
57,237,4,883697182
308,204,4,887737891
144,274,3,888104382
293,55,4,888906096
332,288,5,887916151
318,401,3,884498292
372,219,5,876869481
313,487,3,891016378
244,287,3,880604326
151,506,4,879524900
280,7,4,891700385
41,170,4,890687713
267,568,4,878972955
305,660,4,886324734
378,8,4,880045722
18,136,5,880129421
181,1289,1,878962866
99,7,4,885678784
64,636,4,889740286
160,209,4,876861185
62,147,3,879372870
291,365,3,874871570
112,302,4,886398509
21,292,3,874950889
128,602,4,879967478
276,779,2,874977513
323,255,4,878739275
264,25,4,886124197
161,274,2,891172070
189,505,5,893265239
274,815,3,878945763
280,1047,3,891701897
268,746,3,876513855
200,578,5,884130085
345,479,4,884991812
252,268,5,891455329
214,512,5,892668130
291,790,4,875086699
7,203,5,891352178
281,989,2,881200789
268,232,3,875310745
90,475,3,891385465
151,1074,2,879543342
151,47,3,879528459
100,316,5,891375313
148,357,5,877016735
94,206,4,891722843
5,411,1,875635431
77,265,3,884753152
130,210,5,876252288
7,505,3,891352341
223,118,2,891549945
189,607,4,893266204
276,1110,3,874977474
279,24,5,875295591
151,602,4,879542688
337,631,4,875429292
18,732,3,880131698
192,301,4,881366490
59,1113,4,888205855
41,435,3,890687550
59,195,5,888204757
291,46,4,874868045
292,226,4,881105281
94,156,5,891725332
198,172,4,884207206
13,539,1,883670785
243,582,5,879989217
290,622,3,880474204
124,79,3,890287395
280,542,3,891702199
7,570,3,891354639
295,68,4,879518960
246,541,3,884923487
234,117,2,892334976
316,265,3,880854395
255,841,1,883216902
217,258,1,889069536
314,255,5,877886221
344,190,5,886382447
148,169,5,877020297
128,56,3,879966785
119,451,5,891286958
151,837,4,879524642
95,117,4,879193619
313,448,3,891014956
43,1,5,875975579
104,25,3,888465634
21,820,3,874951616
347,85,5,881654880
286,50,4,875806869
21,844,4,874951292
236,111,4,890116939
255,565,1,883216748
286,309,5,884583549
109,322,2,880562908
60,480,4,883326273
296,238,4,884199624
221,623,3,875245618
130,254,2,876251160
293,1147,4,888907081
181,256,1,878962086
345,866,3,884991476
62,235,4,879373007
13,514,5,881515112
332,97,5,888359903
102,358,3,888957092
374,292,4,880392237
292,484,5,881105625
265,742,5,875320542
6,458,1,883599914
200,174,5,884128426
150,50,5,878746719
323,332,3,878738865
22,176,5,878887765
303,186,4,879467105
43,49,4,883956387
222,780,3,881060370
272,22,5,879454753
178,465,3,882827506
380,132,4,885479186
178,342,4,892239863
276,1044,3,877934374
321,276,3,879438987
273,690,4,891293008
264,672,3,886122447
67,827,3,875379322
260,682,4,890618537
201,544,2,884140307
172,183,5,875538864
85,449,4,882813248
344,288,4,889813994
181,1017,1,878962496
6,197,5,883601203
234,928,2,892336287
87,39,3,879875995
387,520,4,886480446
346,809,3,874951029
184,647,5,889909024
231,252,4,888605273
318,419,5,884495890
178,195,4,882826944
204,482,4,892513906
343,118,2,876403121
17,245,2,885166209
118,853,5,875385228
28,222,5,881961393
301,686,4,882078008
270,747,5,876955662
169,133,4,891359171
87,318,4,879877627
94,588,4,885873006
65,526,4,879216734
178,257,5,882823954
223,225,3,891550193
332,978,4,888098459
13,890,1,883670672
314,406,3,877887388
224,287,3,888104154
268,998,1,875743929
155,286,4,879370860
130,541,3,876252307
279,432,3,875296292
311,845,4,884366824
334,316,4,891544407
279,1,3,875295812
385,262,4,884153000
288,177,3,886629528
196,580,2,881252056
270,551,4,876956264
9,340,4,886958715
363,212,1,891497278
276,669,1,874792767
338,408,5,879438570
130,281,4,876250850
190,291,3,891042883
286,229,1,889652291
377,748,4,891296945
234,136,4,892317967
280,95,5,891700570
303,219,5,879484480
374,200,5,880395735
251,612,5,886271855
236,546,4,890117223
7,210,4,891352904
357,235,4,878951691
310,740,4,879436292
203,271,3,880433445
373,520,4,877098678
361,402,3,879441179
178,508,3,884837419
297,1217,1,875240132
128,1,4,879966919
13,705,5,884538766
293,155,2,888907356
6,466,4,883602422
96,1,5,884403574
328,726,4,885049112
295,450,4,879519438
22,948,1,878887553
51,679,3,883498937
291,156,5,874834768
346,415,2,875265527
164,331,5,889401193
66,597,3,883601456
75,597,3,884050940
198,193,4,884207833
88,315,4,891037276
325,614,4,891479038
290,498,4,880473777
334,1524,4,891547467
7,504,5,891352384
295,602,5,879517247
7,136,5,891351813
389,28,4,880165411
118,655,5,875385136
200,584,4,884129542
117,742,4,880126022
270,716,4,876955563
167,169,1,892738419
121,137,5,891388501
274,255,2,878945579
303,122,4,879485066
43,966,4,883955498
64,64,4,889737454
245,411,3,888513425
125,498,5,892836395
347,806,3,881653830
141,288,3,884584386
227,116,4,879035347
70,398,2,884067339
139,127,5,879538578
33,292,4,891964244
276,420,4,874792945
393,402,3,889730187
221,272,5,885081264
385,195,1,879453773
393,1206,3,889730494
253,806,4,891628181
280,157,3,891700733
7,431,4,891351547
393,633,2,887746091
77,1028,1,884733400
94,366,3,891722845
95,862,1,884266100
120,405,4,889490580
385,1411,3,879447873
230,1192,4,880485352
294,748,3,877818861
163,234,3,891220137
262,147,3,879790603
232,191,4,888549376
320,554,4,884751288
344,125,3,884899741
389,111,3,879916053
58,283,1,884304592
373,179,3,877104310
203,619,3,880434438
188,485,3,875072087
3,348,4,889237455
377,288,5,891295937
204,297,5,892514010
11,291,4,891902815
43,17,3,883956417
92,215,4,875656419
301,582,2,882077811
38,211,1,892431907
292,79,5,881103434
234,91,5,892335920
318,137,4,884494652
109,1014,4,880571979
128,118,5,879968896
298,69,4,884125058
269,93,3,891446580
340,205,4,884991516
76,325,2,878101114
147,751,2,885593965
8,568,4,879362233
194,286,1,879520306
123,735,2,879872868
274,208,4,878946473
346,294,3,886273405
373,747,4,877104048
45,100,5,881010742
316,357,4,880854049
13,665,2,882396984
276,595,2,874787195
243,286,4,879986908
186,988,4,891719775
299,333,4,892249868
178,877,2,888513069
293,485,3,888905948
382,474,5,875947199
274,476,4,878945645
13,816,1,882396983
186,31,4,879023529
343,684,3,876406878
372,1083,3,876869878
125,1000,3,892838977
357,118,5,878951691
36,269,3,882157258
304,893,3,884967520
267,578,3,878973153
356,328,4,891406241
363,1485,4,891496102
18,169,5,880130252
11,597,2,891904037
256,846,4,882151167
301,154,4,882076425
102,597,3,888801673
105,333,3,889214268
339,181,4,891033898
82,458,1,884714145
95,683,4,879193353
216,108,4,880232917
67,7,5,875379794
308,160,4,887738717
222,142,2,878183984
167,1310,3,892738384
326,67,2,879877284
387,844,5,886480484
59,490,4,888205614
57,151,3,883697585
167,73,2,892738452
336,49,4,877758001
72,100,5,880035680
311,183,5,884365519
117,143,1,881012472
207,8,3,878103820
338,663,5,879438627
92,712,3,875656392
348,276,3,886523456
116,322,2,876452186
393,1095,2,887745174
197,578,3,891410039
347,12,3,881653584
387,1012,4,886481073
94,410,4,891721494
378,1220,3,880055779
21,859,2,874951859
399,8,3,882510165
188,732,3,875073828
42,428,3,881108040
109,68,3,880582469
228,204,3,889388662
311,485,1,884364538
47,302,5,879439040
192,1405,5,881367456
332,717,3,887938760
328,332,3,885044782
7,227,3,892132317
379,164,4,880524582
6,459,2,883599228
368,96,3,889783678
92,109,3,886443351
109,183,5,880572528
227,150,3,879035347
174,1032,3,886515591
378,972,4,880056491
254,103,2,886476123
37,597,5,880915607
215,70,3,891436232
385,673,2,879445779
315,269,5,879799301
343,919,5,876403348
13,617,3,881515112
328,546,3,885048861
267,88,4,878972873
224,620,3,888104085
345,1048,2,884991436
389,792,4,880088115
365,275,4,891304019
345,1016,3,884994619
405,592,1,885548670
368,567,3,889783617
268,382,3,875309282
57,476,3,883697990
253,448,2,891628883
308,589,4,887737760
323,328,3,878739029
99,926,3,885679437
230,443,4,880485090
303,531,4,879466457
239,152,3,889179808
292,207,5,881105561
49,514,4,888068686
326,944,2,879877326
345,283,4,884991105
311,425,2,884365140
213,193,4,878955442
345,284,4,884991348
308,463,4,887738057
393,349,3,887742939
200,768,4,884130592
342,32,5,874984207
303,245,3,879466249
130,358,4,874953526
132,275,3,891278915
18,423,5,880132437
49,462,2,888066486
399,1543,3,882509891
59,640,5,888206445
230,291,4,880484825
208,435,5,883108430
384,355,4,891274055
368,320,5,889783364
374,363,3,880394088
115,543,2,881172303
249,235,4,879640261
305,305,3,886307860
222,931,1,881061396
405,521,4,885544698
207,241,3,877995673
144,19,4,888103929
380,732,4,885478646
392,23,5,891038466
115,475,5,881170252
84,222,4,883450020
171,302,4,891034606
18,99,5,880130829
17,125,1,885272538
399,402,3,882344434
313,64,4,891016193
279,208,5,875310631
298,197,4,884183236
119,1086,4,874775136
232,461,5,888549563
234,523,4,892334141
38,252,5,892429567
344,678,2,884813365
244,72,4,880607365
383,641,4,891192778
307,515,4,875680871
308,466,5,887738387
65,48,5,879217689
227,19,4,879035431
309,1393,2,877370383
10,706,4,877888677
347,841,3,881652769
90,17,4,891384721
95,568,4,879196594
373,485,4,877098751
145,38,3,888398747
378,942,3,880056798
286,57,5,877533419
381,914,1,892697768
13,196,4,882140552
164,333,5,889401383
373,1230,3,877111313
226,28,4,883889322
195,1417,3,877246560
85,568,3,879455238
258,873,5,885701062
234,85,2,892334852
184,642,4,889909446
389,492,5,880086944
188,1213,2,875074847
330,692,5,876547032
312,705,5,891698553
402,764,3,876266985
28,568,4,881957147
234,1020,4,892078890
374,127,4,880392936
328,480,3,885046244
215,432,5,891435574
385,1071,4,879448426
315,12,5,879821194
184,1398,5,889911749
16,300,5,877717078
178,273,3,882823858
405,430,1,885547177
106,88,3,881453097
178,181,5,882823832
344,471,3,884899719
214,23,5,892668130
22,692,4,878886480
141,295,5,884585039
386,50,4,877654961
7,131,5,891352383
347,257,4,881652610
246,260,5,884924991
162,628,4,877635897
1,129,5,887431908
99,871,2,885679411
403,121,5,879786221
187,522,3,879465125
18,131,4,880131004
181,225,3,878963038
44,91,2,878348573
164,823,4,889402225
385,82,1,879446786
94,405,3,891721615
406,496,4,879445378
391,134,4,877399171
406,605,5,882480749
49,588,4,888067031
372,327,5,876869183
320,77,3,884751246
392,873,3,891037851
279,235,3,891209153
269,423,4,891448048
59,729,4,888205265
100,752,4,891375146
367,551,3,876690048
180,204,3,877127159
334,160,4,891547190
59,528,4,888205300
206,314,1,888179948
376,289,3,879433599
305,268,3,886307860
175,660,3,877107836
194,188,4,879522158
242,361,5,879741340
249,86,4,879572124
49,172,1,888067691
358,896,4,891269077
343,778,5,876406391
334,191,4,891545793
373,15,4,877098568
94,583,3,891722174
279,1047,4,892864663
77,483,4,884752665
126,288,4,887853469
391,197,5,877399380
399,175,3,882342669
251,418,4,886271856
90,501,5,891384885
343,708,4,876407006
216,1010,3,880232685
7,564,3,891354471
385,458,3,879440828
299,150,5,877877535
409,197,3,881109215
184,950,4,889907896
92,291,4,886443277
179,346,3,892151489
14,845,3,880929564
279,184,5,890779991
29,270,4,882820803
194,946,3,879527514
347,182,5,881653736
203,50,5,880434810
303,1239,1,879544020
166,323,5,886397722
216,421,5,880235229
363,87,3,891496306
298,507,4,884182657
249,42,5,879572630
82,140,3,878769668
16,156,4,877719863
73,288,3,888792294
204,302,5,892389137
43,751,2,883954803
405,135,5,885545333
314,24,1,877886221
14,204,5,879119651
394,218,4,880889187
289,405,2,876790576
217,231,5,889069974
275,208,3,880314772
85,1149,3,886283002
268,761,1,875744136
416,356,5,893213019
60,638,5,883326057
307,449,4,879538922
397,221,4,885349348
249,919,5,879572668
409,1176,4,881104838
60,499,3,883326682
49,1068,3,888066187
291,143,3,875086921
23,133,4,874786220
16,233,5,877727054
399,744,3,882510147
248,179,3,884534649
94,443,4,891721439
234,451,3,892334578
143,347,5,888407741
293,467,4,888906263
286,268,4,884069298
334,888,2,891550464
60,200,4,883326710
85,127,5,879829301
70,482,4,884068704
327,64,2,887745699
295,504,4,879517299
256,722,3,882165269
163,216,3,891220196
373,105,3,877107173
422,109,2,875130204
109,849,2,880582384
217,665,4,889070087
302,258,3,879436739
382,1534,4,875946830
393,690,4,887742110
6,187,4,883600914
101,122,1,877136928
290,520,3,880473734
83,722,4,880308959
248,290,3,884535582
416,210,5,893213918
75,273,5,884050018
347,871,4,881653300
5,400,1,878844630
193,689,2,890834966
378,432,4,880331938
409,59,5,881108455
327,753,4,887745744
72,484,4,880037853
338,134,5,879438536
91,616,4,891439439
213,234,4,878955373
393,500,4,887746523
49,518,4,888069437
363,217,2,891498286
222,15,3,877563437
213,692,4,878955848
405,639,1,885549635
270,872,5,876953827
115,969,1,881172183
223,111,4,891549792
343,164,3,876404757
146,346,4,891457591
62,286,3,879372813
394,161,4,880888850
268,928,1,875745536
197,79,5,891409839
293,632,3,888906464
90,182,3,891383599
325,835,5,891478099
344,660,3,884901235
334,709,4,891548368
227,475,4,879035252
326,265,4,879876489
401,866,3,891032697
400,259,3,885676490
91,289,4,891438553
401,284,3,891032453
335,347,5,891567004
84,879,4,883449530
275,746,4,880314478
376,762,4,879459207
311,1232,4,884366439
100,323,3,891375359
405,1227,3,885546635
132,124,4,891278996
94,1223,4,891721494
42,194,5,881107329
301,99,4,882078419
151,318,5,879524088
39,345,3,891400159
301,333,4,882075454
329,181,4,891655741
422,919,5,875130027
201,241,2,884112487
347,568,4,881654339
6,471,2,883599558
3,272,2,889237055
316,22,4,880853849
234,433,2,892079910
428,307,4,885944110
26,322,3,891349122
87,382,3,879876488
412,427,4,879717016
412,92,3,879717449
313,29,2,891028472
178,1300,3,886678518
201,321,3,884111029
393,2,4,887746206
345,405,4,884991285
57,222,5,883698581
6,248,3,883598981
268,484,4,876513831
43,181,4,875975211
230,144,3,880484850
336,1017,5,877757063
193,155,4,889126376
84,385,4,883453797
177,338,3,882142221
339,845,4,891034718
363,685,4,891496979
412,436,4,879717649
348,313,5,886522495
